These results were downloaded and refreshed on October   22, 2019 at 12:26 p.m. ET. / Ces résultats ont été téléchargés et rafraichis le 22 octobre 2019 à 12h26 HE.													
Electoral district number - Numéro de la circonscription	Electoral district name	Nom de la circonscription	Type of results*	Type de résultats**	Surname - Nom de famille	Middle name(s) - Autre(s) prénom(s)	Given name - Prénom	Political affiliation	Appartenance politique	Votes obtained - Votes obtenus	% Votes obtained - Votes obtenus %	Rejected ballots - Bulletins rejetés***	Total number of ballots cast - Nombre total de votes déposés
24001	Abitibi--Baie-James--Nunavik--Eeyou	Abitibi--Baie-James--Nunavik--Eeyou	preliminary	préliminaires	Bergeron		Isabelle	Liberal	Libéral	8125	28.1	0	28925
24001	Abitibi--Baie-James--Nunavik--Eeyou	Abitibi--Baie-James--Nunavik--Eeyou	preliminary	préliminaires	Bérubé		Sylvie	Bloc Québécois	Bloc Québécois	10904	37.7	0	28925
24001	Abitibi--Baie-James--Nunavik--Eeyou	Abitibi--Baie-James--Nunavik--Eeyou	preliminary	préliminaires	Cabana-Whiteley		Kiara	Green Party	Parti Vert	1006	3.5	0	28925
24001	Abitibi--Baie-James--Nunavik--Eeyou	Abitibi--Baie-James--Nunavik--Eeyou	preliminary	préliminaires	Ferron		Martin	Conservative	Conservateur	4792	16.6	0	28925
24001	Abitibi--Baie-James--Nunavik--Eeyou	Abitibi--Baie-James--Nunavik--Eeyou	preliminary	préliminaires	Lanouette		Guillaume	People's Party	Parti populaire	341	1.2	0	28925
24001	Abitibi--Baie-James--Nunavik--Eeyou	Abitibi--Baie-James--Nunavik--Eeyou	preliminary	préliminaires	Rouleau		Jacline	NDP-New Democratic Party	NPD-Nouveau Parti démocratique	3446	11.9	0	28925
24001	Abitibi--Baie-James--Nunavik--Eeyou	Abitibi--Baie-James--Nunavik--Eeyou	preliminary	préliminaires	Simon		Daniel	Radical Marijuana	Radical Marijuana	311	1.1	0	28925
24002	Abitibi--Témiscamingue	Abitibi--Témiscamingue	preliminary	préliminaires	Bégin		Aline	Green Party	Parti Vert	1766	3.5	0	49753
24002	Abitibi--Témiscamingue	Abitibi--Témiscamingue	preliminary	préliminaires	Girard		Jacques	People's Party	Parti populaire	730	1.5	0	49753
24002	Abitibi--Témiscamingue	Abitibi--Témiscamingue	preliminary	préliminaires	Guimond		Alain	NDP-New Democratic Party	NPD-Nouveau Parti démocratique	4943	9.9	0	49753
24002	Abitibi--Témiscamingue	Abitibi--Témiscamingue	preliminary	préliminaires	Lemire		Sébastien	Bloc Québécois	Bloc Québécois	22591	45.4	0	49753
24002	Abitibi--Témiscamingue	Abitibi--Témiscamingue	preliminary	préliminaires	Provencher		Mario	Conservative	Conservateur	7514	15.1	0	49753
24002	Abitibi--Témiscamingue	Abitibi--Témiscamingue	preliminary	préliminaires	Thibault		Claude	Liberal	Libéral	12209	24.5	0	49753
24003	Ahuntsic-Cartierville	Ahuntsic-Cartierville	preliminary	préliminaires	Ayas		Raymond	People's Party	Parti populaire	579	1.1	0	54152
24003	Ahuntsic-Cartierville	Ahuntsic-Cartierville	preliminary	préliminaires	El-Masri		Zahia	NDP-New Democratic Party	NPD-Nouveau Parti démocratique	6148	11.4	0	54152
24003	Ahuntsic-Cartierville	Ahuntsic-Cartierville	preliminary	préliminaires	Joly		Mélanie	Liberal	Libéral	28560	52.7	0	54152
24003	Ahuntsic-Cartierville	Ahuntsic-Cartierville	preliminary	préliminaires	Laframboise		Kathy	Conservative	Conservateur	3974	7.3	0	54152
24003	Ahuntsic-Cartierville	Ahuntsic-Cartierville	preliminary	préliminaires	Lavarenne		Jean-Michel	Green Party	Parti Vert	3256	6	0	54152
24003	Ahuntsic-Cartierville	Ahuntsic-Cartierville	preliminary	préliminaires	Parizeau		André	Bloc Québécois	Bloc Québécois	11635	21.5	0	54152
24004	Alfred-Pellan	Alfred-Pellan	preliminary	préliminaires	Buté		Julius	Pour l'Indépendance du Québec	Pour l'Indépendance du Québec	176	.3	0	53954
24004	Alfred-Pellan	Alfred-Pellan	preliminary	préliminaires	Cappelletti		Dwayne	Independent	Indépendant(e)	113	.2	0	53954
24004	Alfred-Pellan	Alfred-Pellan	preliminary	préliminaires	Couture		Matthieu	People's Party	Parti populaire	466	.9	0	53954
24004	Alfred-Pellan	Alfred-Pellan	preliminary	préliminaires	Esposito		Angelo	Conservative	Conservateur	5891	10.9	0	53954
24004	Alfred-Pellan	Alfred-Pellan	preliminary	préliminaires	Howells		Marguerite	Green Party	Parti Vert	1898	3.5	0	53954
24004	Alfred-Pellan	Alfred-Pellan	preliminary	préliminaires	Iacono		Angelo	Liberal	Libéral	25810	47.8	0	53954
24004	Alfred-Pellan	Alfred-Pellan	preliminary	préliminaires	Kocini		Andriana	NDP-New Democratic Party	NPD-Nouveau Parti démocratique	4141	7.7	0	53954
24004	Alfred-Pellan	Alfred-Pellan	preliminary	préliminaires	Lachance		Michel	Bloc Québécois	Bloc Québécois	15459	28.7	0	53954
24005	Argenteuil--La Petite-Nation	Argenteuil--La Petite-Nation	preliminary	préliminaires	Boucher Smoley		Charlotte	NDP-New Democratic Party	NPD-Nouveau Parti démocratique	3704	7.5	0	49623
24005	Argenteuil--La Petite-Nation	Argenteuil--La Petite-Nation	preliminary	préliminaires	Destroismaisons		Yves	Bloc Québécois	Bloc Québécois	18087	36.4	0	49623
24005	Argenteuil--La Petite-Nation	Argenteuil--La Petite-Nation	preliminary	préliminaires	Edwards		Sherwin	People's Party	Parti populaire	714	1.4	0	49623
24005	Argenteuil--La Petite-Nation	Argenteuil--La Petite-Nation	preliminary	préliminaires	Lauzon		Stéphane	Liberal	Libéral	18759	37.8	0	49623
24005	Argenteuil--La Petite-Nation	Argenteuil--La Petite-Nation	preliminary	préliminaires	Louis-Seize		Marie	Conservative	Conservateur	6001	12.1	0	49623
24005	Argenteuil--La Petite-Nation	Argenteuil--La Petite-Nation	preliminary	préliminaires	Valiquette		Marjorie	Green Party	Parti Vert	2358	4.8	0	49623
24006	Avignon--La Mitis--Matane--Matapédia	Avignon--La Mitis--Matane--Matapédia	preliminary	préliminaires	Barnabé		Éric	People's Party	Parti populaire	201	.6	0	35374
24006	Avignon--La Mitis--Matane--Matapédia	Avignon--La Mitis--Matane--Matapédia	preliminary	préliminaires	Castonguay		Mathieu	Parti Rhinocéros Party	Parti Rhinocéros Party	178	.5	0	35374
24006	Avignon--La Mitis--Matane--Matapédia	Avignon--La Mitis--Matane--Matapédia	preliminary	préliminaires	Côté		Rémi-Jocelyn	NDP-New Democratic Party	NPD-Nouveau Parti démocratique	1393	3.9	0	35374
24006	Avignon--La Mitis--Matane--Matapédia	Avignon--La Mitis--Matane--Matapédia	preliminary	préliminaires	Massé		Rémi	Liberal	Libéral	11983	33.9	0	35374
24006	Avignon--La Mitis--Matane--Matapédia	Avignon--La Mitis--Matane--Matapédia	preliminary	préliminaires	Michaud		Kristina	Bloc Québécois	Bloc Québécois	18265	51.6	0	35374
24006	Avignon--La Mitis--Matane--Matapédia	Avignon--La Mitis--Matane--Matapédia	preliminary	préliminaires	Morrison		James	Green Party	Parti Vert	668	1.9	0	35374
24006	Avignon--La Mitis--Matane--Matapédia	Avignon--La Mitis--Matane--Matapédia	preliminary	préliminaires	Tremblay		Natasha	Conservative	Conservateur	2686	7.6	0	35374
24007	Beauce	Beauce	preliminary	préliminaires	Bernier		Maxime	Parti Rhinocéros Party	Parti Rhinocéros Party	1072	1.8	0	59125
24007	Beauce	Beauce	preliminary	préliminaires	Bernier		Maxime	People's Party	Parti populaire	16772	28.4	0	59125
24007	Beauce	Beauce	preliminary	préliminaires	Fortin		Josiane	Green Party	Parti Vert	1415	2.4	0	59125
24007	Beauce	Beauce	preliminary	préliminaires	Jacques-Côté		François	NDP-New Democratic Party	NPD-Nouveau Parti démocratique	1799	3	0	59125
24007	Beauce	Beauce	preliminary	préliminaires	Lehoux		Richard	Conservative	Conservateur	22817	38.6	0	59125
24007	Beauce	Beauce	preliminary	préliminaires	Rodrigue		Guillaume	Bloc Québécois	Bloc Québécois	8355	14.1	0	59125
24007	Beauce	Beauce	preliminary	préliminaires	Veilleux		Adam	Liberal	Libéral	6895	11.7	0	59125
24008	Beauport--Limoilou	Beauport--Limoilou	preliminary	préliminaires	Beaudet		Simon-Pierre	NDP-New Democratic Party	NPD-Nouveau Parti démocratique	5524	11.2	0	49532
24008	Beauport--Limoilou	Beauport--Limoilou	preliminary	préliminaires	Bujold		Antoine	Liberal	Libéral	12871	26	0	49532
24008	Beauport--Limoilou	Beauport--Limoilou	preliminary	préliminaires	Bédard		Alicia	People's Party	Parti populaire	1026	2.1	0	49532
24008	Beauport--Limoilou	Beauport--Limoilou	preliminary	préliminaires	Clarke		Alupa	Conservative	Conservateur	12883	26	0	49532
24008	Beauport--Limoilou	Beauport--Limoilou	preliminary	préliminaires	Elhak		Dalila	Green Party	Parti Vert	2084	4.2	0	49532
24008	Beauport--Limoilou	Beauport--Limoilou	preliminary	préliminaires	Moreau		Claude	ML	ML	77	.2	0	49532
24008	Beauport--Limoilou	Beauport--Limoilou	preliminary	préliminaires	Vignola		Julie	Bloc Québécois	Bloc Québécois	15067	30.4	0	49532
24009	Bécancour--Nicolet--Saurel	Bécancour--Nicolet--Saurel	preliminary	préliminaires	Lennard		Carole	NDP-New Democratic Party	NPD-Nouveau Parti démocratique	2692	5.2	0	52053
24009	Bécancour--Nicolet--Saurel	Bécancour--Nicolet--Saurel	preliminary	préliminaires	Plamondon		Louis	Bloc Québécois	Bloc Québécois	29543	56.8	0	52053
24009	Bécancour--Nicolet--Saurel	Bécancour--Nicolet--Saurel	preliminary	préliminaires	Rochefort		Nathalie	Liberal	Libéral	9274	17.8	0	52053
24009	Bécancour--Nicolet--Saurel	Bécancour--Nicolet--Saurel	preliminary	préliminaires	Synnott		Richard	People's Party	Parti populaire	486	.9	0	52053
24009	Bécancour--Nicolet--Saurel	Bécancour--Nicolet--Saurel	preliminary	préliminaires	Turcotte		David	Green Party	Parti Vert	1657	3.2	0	52053
24009	Bécancour--Nicolet--Saurel	Bécancour--Nicolet--Saurel	preliminary	préliminaires	Émond		Pierre-André	Conservative	Conservateur	8401	16.1	0	52053
24010	Bellechasse--Les Etchemins--Lévis	Bellechasse--Les Etchemins--Lévis	preliminary	préliminaires	Blaney		Steven	Conservative	Conservateur	32192	50.3	0	64062
24010	Bellechasse--Les Etchemins--Lévis	Bellechasse--Les Etchemins--Lévis	preliminary	préliminaires	Bouchard-Théberge		Sébastien	Bloc Québécois	Bloc Québécois	14665	22.9	0	64062
24010	Bellechasse--Les Etchemins--Lévis	Bellechasse--Les Etchemins--Lévis	preliminary	préliminaires	Chamroeun		Khuon	NDP-New Democratic Party	NPD-Nouveau Parti démocratique	3440	5.4	0	64062
24010	Bellechasse--Les Etchemins--Lévis	Bellechasse--Les Etchemins--Lévis	preliminary	préliminaires	Gilbert		Yves	Christian Heritage Party	Parti de l'Héritage Chrétien	262	.4	0	64062
24010	Bellechasse--Les Etchemins--Lévis	Bellechasse--Les Etchemins--Lévis	preliminary	préliminaires	Harvey		Laurence	Liberal	Libéral	10356	16.2	0	64062
24010	Bellechasse--Les Etchemins--Lévis	Bellechasse--Les Etchemins--Lévis	preliminary	préliminaires	Johnston		Marc	People's Party	Parti populaire	1306	2	0	64062
24010	Bellechasse--Les Etchemins--Lévis	Bellechasse--Les Etchemins--Lévis	preliminary	préliminaires	Voyer		André	Green Party	Parti Vert	1841	2.9	0	64062
24011	Beloeil--Chambly	Beloeil--Chambly	preliminary	préliminaires	Bernard		Chloé	People's Party	Parti populaire	505	.7	0	68919
24011	Beloeil--Chambly	Beloeil--Chambly	preliminary	préliminaires	Blanchet		Yves-François	Bloc Québécois	Bloc Québécois	34902	50.6	0	68919
24011	Beloeil--Chambly	Beloeil--Chambly	preliminary	préliminaires	Blondin		Michel	Pour l'Indépendance du Québec	Pour l'Indépendance du Québec	204	.3	0	68919
24011	Beloeil--Chambly	Beloeil--Chambly	preliminary	préliminaires	Carrier		Pierre	Green Party	Parti Vert	3188	4.6	0	68919
24011	Beloeil--Chambly	Beloeil--Chambly	preliminary	préliminaires	Dubé		Matthew	NDP-New Democratic Party	NPD-Nouveau Parti démocratique	9964	14.5	0	68919
24011	Beloeil--Chambly	Beloeil--Chambly	preliminary	préliminaires	Hamel		Marie-Chantal	Liberal	Libéral	15904	23.1	0	68919
24011	Beloeil--Chambly	Beloeil--Chambly	preliminary	préliminaires	Laprise		Véronique	Conservative	Conservateur	4252	6.2	0	68919
24012	Berthier--Maskinongé	Berthier--Maskinongé	preliminary	préliminaires	Brosseau		Ruth Ellen	NDP-New Democratic Party	NPD-Nouveau Parti démocratique	19500	34.7	0	56148
24012	Berthier--Maskinongé	Berthier--Maskinongé	preliminary	préliminaires	Bélanger		Alain	Independent	Indépendant(e)	152	.3	0	56148
24012	Berthier--Maskinongé	Berthier--Maskinongé	preliminary	préliminaires	Bélanger		Josée	Conservative	Conservateur	5800	10.3	0	56148
24012	Berthier--Maskinongé	Berthier--Maskinongé	preliminary	préliminaires	Jubinville		Martin Acetaria Caesar	Parti Rhinocéros Party	Parti Rhinocéros Party	161	.3	0	56148
24012	Berthier--Maskinongé	Berthier--Maskinongé	preliminary	préliminaires	Laferrière		Éric	Green Party	Parti Vert	965	1.7	0	56148
24012	Berthier--Maskinongé	Berthier--Maskinongé	preliminary	préliminaires	Légaré		Danny	Radical Marijuana	Radical Marijuana	117	.2	0	56148
24012	Berthier--Maskinongé	Berthier--Maskinongé	preliminary	préliminaires	Massé		Luc	People's Party	Parti populaire	637	1.1	0	56148
24012	Berthier--Maskinongé	Berthier--Maskinongé	preliminary	préliminaires	Perron		Yves	Bloc Québécois	Bloc Québécois	21007	37.4	0	56148
24012	Berthier--Maskinongé	Berthier--Maskinongé	preliminary	préliminaires	Poirier		Christine	Liberal	Libéral	7809	13.9	0	56148
24013	Thérèse-De Blainville	Thérèse-De Blainville	preliminary	préliminaires	Ayoub		Ramez	Liberal	Libéral	21673	36.7	0	59116
24013	Thérèse-De Blainville	Thérèse-De Blainville	preliminary	préliminaires	Beaudet		Normand	Green Party	Parti Vert	2717	4.6	0	59116
24013	Thérèse-De Blainville	Thérèse-De Blainville	preliminary	préliminaires	Chabot		Louise	Bloc Québécois	Bloc Québécois	24364	41.2	0	59116
24013	Thérèse-De Blainville	Thérèse-De Blainville	preliminary	préliminaires	Fournier		Marie Claude	Conservative	Conservateur	5171	8.7	0	59116
24013	Thérèse-De Blainville	Thérèse-De Blainville	preliminary	préliminaires	Lamontagne		Alain	Parti Rhinocéros Party	Parti Rhinocéros Party	213	.4	0	59116
24013	Thérèse-De Blainville	Thérèse-De Blainville	preliminary	préliminaires	Mounanga		Désiré	People's Party	Parti populaire	367	.6	0	59116
24013	Thérèse-De Blainville	Thérèse-De Blainville	preliminary	préliminaires	Piano		Andy	Independent	Indépendant(e)	109	.2	0	59116
24013	Thérèse-De Blainville	Thérèse-De Blainville	preliminary	préliminaires	Wolker		Hannah	NDP-New Democratic Party	NPD-Nouveau Parti démocratique	4502	7.6	0	59116
24014	Pierre-Boucher--Les Patriotes--Verchères	Pierre-Boucher--Les Patriotes--Verchères	preliminary	préliminaires	Albert		Clifford	People's Party	Parti populaire	378	.6	0	60912
24014	Pierre-Boucher--Les Patriotes--Verchères	Pierre-Boucher--Les Patriotes--Verchères	preliminary	préliminaires	Barsalou-Duval		Xavier	Bloc Québécois	Bloc Québécois	31503	51.7	0	60912
24014	Pierre-Boucher--Les Patriotes--Verchères	Pierre-Boucher--Les Patriotes--Verchères	preliminary	préliminaires	Chalifoux		Simon	Liberal	Libéral	17165	28.2	0	60912
24014	Pierre-Boucher--Les Patriotes--Verchères	Pierre-Boucher--Les Patriotes--Verchères	preliminary	préliminaires	Daviault		Mathieu	Conservative	Conservateur	4866	8	0	60912
24014	Pierre-Boucher--Les Patriotes--Verchères	Pierre-Boucher--Les Patriotes--Verchères	preliminary	préliminaires	English		Sean	NDP-New Democratic Party	NPD-Nouveau Parti démocratique	4111	6.7	0	60912
24014	Pierre-Boucher--Les Patriotes--Verchères	Pierre-Boucher--Les Patriotes--Verchères	preliminary	préliminaires	Gariépy		Dany	Green Party	Parti Vert	2889	4.7	0	60912
24015	Bourassa	Bourassa	preliminary	préliminaires	Ashe		Payton	Green Party	Parti Vert	1295	3.2	0	39902
24015	Bourassa	Bourassa	preliminary	préliminaires	Di Iorio		Joseph	Independent	Indépendant(e)	212	.5	0	39902
24015	Bourassa	Bourassa	preliminary	préliminaires	Dubourg		Emmanuel	Liberal	Libéral	22980	57.6	0	39902
24015	Bourassa	Bourassa	preliminary	préliminaires	Lamour		Konrad	NDP-New Democratic Party	NPD-Nouveau Parti démocratique	3143	7.9	0	39902
24015	Bourassa	Bourassa	preliminary	préliminaires	Lavoie		Anne-Marie	Bloc Québécois	Bloc Québécois	8987	22.5	0	39902
24015	Bourassa	Bourassa	preliminary	préliminaires	Lefebvre		Catherine	Conservative	Conservateur	2874	7.2	0	39902
24015	Bourassa	Bourassa	preliminary	préliminaires	Léger		Louis	People's Party	Parti populaire	341	.9	0	39902
24015	Bourassa	Bourassa	preliminary	préliminaires	Roy		Françoise	ML	ML	70	.2	0	39902
24016	Brome--Missisquoi	Brome--Missisquoi	preliminary	préliminaires	Allard		Monique	Bloc Québécois	Bloc Québécois	21044	34.4	0	61098
24016	Brome--Missisquoi	Brome--Missisquoi	preliminary	préliminaires	Bessette		Lyne	Liberal	Libéral	23410	38.3	0	61098
24016	Brome--Missisquoi	Brome--Missisquoi	preliminary	préliminaires	Cloutier		Steeve	Parti Rhinocéros Party	Parti Rhinocéros Party	307	.5	0	61098
24016	Brome--Missisquoi	Brome--Missisquoi	preliminary	préliminaires	Cotton		Lawrence	VCP	CAC	184	.3	0	61098
24016	Brome--Missisquoi	Brome--Missisquoi	preliminary	préliminaires	Côté		Bruno	Conservative	Conservateur	7679	12.6	0	61098
24016	Brome--Missisquoi	Brome--Missisquoi	preliminary	préliminaires	Dallaire		Normand	Green Party	Parti Vert	3218	5.3	0	61098
24016	Brome--Missisquoi	Brome--Missisquoi	preliminary	préliminaires	Jetté		Sylvie	NDP-New Democratic Party	NPD-Nouveau Parti démocratique	4800	7.9	0	61098
24016	Brome--Missisquoi	Brome--Missisquoi	preliminary	préliminaires	Poulin		François	People's Party	Parti populaire	456	.7	0	61098
24017	Brossard--Saint-Lambert	Brossard--Saint-Lambert	preliminary	préliminaires	Audet		Marc	NDP-New Democratic Party	NPD-Nouveau Parti démocratique	5286	9.4	0	55981
24017	Brossard--Saint-Lambert	Brossard--Saint-Lambert	preliminary	préliminaires	De Luca		Grégory	Green Party	Parti Vert	2826	5	0	55981
24017	Brossard--Saint-Lambert	Brossard--Saint-Lambert	preliminary	préliminaires	Diotte		Marie-Claude	Bloc Québécois	Bloc Québécois	11052	19.7	0	55981
24017	Brossard--Saint-Lambert	Brossard--Saint-Lambert	preliminary	préliminaires	Hoa		Glenn	Conservative	Conservateur	6042	10.8	0	55981
24017	Brossard--Saint-Lambert	Brossard--Saint-Lambert	preliminary	préliminaires	Mendès		Alexandra	Liberal	Libéral	30208	54	0	55981
24017	Brossard--Saint-Lambert	Brossard--Saint-Lambert	preliminary	préliminaires	Nassif		Sam	People's Party	Parti populaire	567	1	0	55981
24018	Rimouski-Neigette--Témiscouata--Les Basques	Rimouski-Neigette--Témiscouata--Les Basques	preliminary	préliminaires	Blanchette-Joncas		Maxime	Bloc Québécois	Bloc Québécois	17221	38	0	45376
24018	Rimouski-Neigette--Témiscouata--Les Basques	Rimouski-Neigette--Témiscouata--Les Basques	preliminary	préliminaires	Brassard-Fortin		Nancy	Conservative	Conservateur	4059	8.9	0	45376
24018	Rimouski-Neigette--Témiscouata--Les Basques	Rimouski-Neigette--Témiscouata--Les Basques	preliminary	préliminaires	Caron		Guy	NDP-New Democratic Party	NPD-Nouveau Parti démocratique	12916	28.5	0	45376
24018	Rimouski-Neigette--Témiscouata--Les Basques	Rimouski-Neigette--Témiscouata--Les Basques	preliminary	préliminaires	Lacombe		Pierre	People's Party	Parti populaire	228	.5	0	45376
24018	Rimouski-Neigette--Témiscouata--Les Basques	Rimouski-Neigette--Témiscouata--Les Basques	preliminary	préliminaires	Picker-Paquin		Lysane	Parti Rhinocéros Party	Parti Rhinocéros Party	176	.4	0	45376
24018	Rimouski-Neigette--Témiscouata--Les Basques	Rimouski-Neigette--Témiscouata--Les Basques	preliminary	préliminaires	Pilon		Chantal	Liberal	Libéral	9987	22	0	45376
24018	Rimouski-Neigette--Témiscouata--Les Basques	Rimouski-Neigette--Témiscouata--Les Basques	preliminary	préliminaires	Rioux		Jocelyn	Green Party	Parti Vert	789	1.7	0	45376
24019	Charlesbourg--Haute-Saint-Charles	Charlesbourg--Haute-Saint-Charles	preliminary	préliminaires	Bourdeau		Guillaume	NDP-New Democratic Party	NPD-Nouveau Parti démocratique	4471	7.6	0	58544
24019	Charlesbourg--Haute-Saint-Charles	Charlesbourg--Haute-Saint-Charles	preliminary	préliminaires	Coly		René-Paul	Liberal	Libéral	12450	21.3	0	58544
24019	Charlesbourg--Haute-Saint-Charles	Charlesbourg--Haute-Saint-Charles	preliminary	préliminaires	D'Eer		Alain	Bloc Québécois	Bloc Québécois	15976	27.3	0	58544
24019	Charlesbourg--Haute-Saint-Charles	Charlesbourg--Haute-Saint-Charles	preliminary	préliminaires	Moisan-Domm		Samuel	Green Party	Parti Vert	1986	3.4	0	58544
24019	Charlesbourg--Haute-Saint-Charles	Charlesbourg--Haute-Saint-Charles	preliminary	préliminaires	Paul-Hus		Pierre	Conservative	Conservateur	22282	38.1	0	58544
24019	Charlesbourg--Haute-Saint-Charles	Charlesbourg--Haute-Saint-Charles	preliminary	préliminaires	Pronovost		Joey	People's Party	Parti populaire	1379	2.4	0	58544
24020	Beauport-Côte-de-Beaupré-Île d'Orléans-Charlevoix	Beauport-Côte-de-Beaupré-Île d'Orléans-Charlevoix	preliminary	préliminaires	Bernier		Raymond	No Affiliation	Aucune appartenance	1333	2.7	0	50285
24020	Beauport-Côte-de-Beaupré-Île d'Orléans-Charlevoix	Beauport-Côte-de-Beaupré-Île d'Orléans-Charlevoix	preliminary	préliminaires	Boucher		Sylvie	Conservative	Conservateur	14947	29.7	0	50285
24020	Beauport-Côte-de-Beaupré-Île d'Orléans-Charlevoix	Beauport-Côte-de-Beaupré-Île d'Orléans-Charlevoix	preliminary	préliminaires	Briand		Gérard	NDP-New Democratic Party	NPD-Nouveau Parti démocratique	2795	5.6	0	50285
